At_CU,Access_ID,Box_No,Folder_Name,Goldsmiths_Binder,Goldsmiths_Binder_Starting_Page,Exact_Date,Exact_Unitdate,Implied_Date,Implied_Unitdate,Extent_Pages,Sender_Name,Sender_Address,Sender_Town,Sender_Address_Merged,Sender_Organization,Recipient_Name,Recipient_Address,Recipient_Town,Recipient_Address_Merged,Recipient Organization,Type,Format,Version,Language,Provenance,Notes,"Notes_Other
",Clues for unidentifiable
Y,4735,3,"1929, April",XX,313,1929-04-xx,April 1929,,,1,C. Audrey Bell,27 Westerfield Road,Ipswich,"27 Westerfield Road, Ipswich",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,4742,3,"1929, April",XX,321,1929-04-xx,April 1929,,,1,Clerical assistant,Not stated,Not stated,Not stated,Gravure & Impression de Musique,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,,3,"1929, April",Not applicable,,1929-04-xx,April 1929,,,,Clerical assistant,23 Rue de Vienne,Paris,"23 Rue de Vienne, Paris",Compagnie Parisienne de Distribution d'Électricité,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Bill,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4830,3,"1929, April",XX,433,1929-04-xx,April 1929,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Invitation,Printed,Original,English,Bibliothèque Nationale de France,From '1185 Park Avenue'.,,
Y,4743,3,"1929, May",XX,322,1929-05-01,01 May 1929,,,1,Sergey Sergeevich Prokofiev,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",Not stated,Octave Dua,Not stated,Brussels,Brussels,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,4744,3,"1929, May",XX,323,1929-05-01,01 May 1929,,,2,Not stated,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,List of expenses,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,4745,3,"1929, May",XX,325,1929-05-01,01 May 1929,,,1,Oswald Putzeys,30 Rue du Marché-aux-Poulets,Brussels,"30 Rue du Marché-aux-Poulets, Brussels",Office Central de Concerts,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4746,3,"1929, May",XX,326,1929-05-01,01 May 1929,,,1,Clerical assistant,Not stated,Not stated,Not stated,Haensel & Jones,Sergey Sergeevich Prokofiev,Not stated,Paris,Paris,Not stated,Bill,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,4747,3,"1929, May",XX,327,1929-05-01,01 May 1929,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Alexander Kirillovich Borovsky,Not stated,Berlin,Berlin,Not stated,Postcard,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,4748,3,"1929, May",XX,328,1929-05-01,01 May 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Paul Spaak,Not stated,Brussels,Brussels,v,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,4749,3,"1929, May",XX,330,1929-05-01,01 May 1929,,,2,Valter Fedorovich Nuvel,Boulevard des Capucines,Paris,"Boulevard des Capucines, Paris",Not stated,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Postcard,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,4750,3,"1929, May",XX,331,1929-05-02,02 May 1929,,,4,Maria Viktorovna Baranovskaia,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,"Notepaper with printed headings of four hotels: 'Hotel du Pavillon, Cannes; Hotel Imperial and Hotel Folkestone, Boulogne s/Mer; Imperial Hotel, 4 Christophe Colomb, Paris'.",,
Y,4751,3,"1929, May",XX,335,1929-05-04,04 May 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,S. Ughet,17 East 45th Street,New York,"17 East 45th Street, New York",Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,4752,3,"1929, May",XX,336,1929-05-04,04 May 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Director,Zodchego Rossi Ul. 2,Leningrad,"Zodchego Rossi Ul. 2, Leningrad",Upravlenie Gosudarstvennykh Akademicheskikh Teatrov,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,Typed draft.,,
Y,4753,3,"1929, May",XX,337,1929-05-04,04 May 1929,,,1,Not stated,Not stated,Kolbsheim,Kolbsheim,Not stated,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Postcard,Handwritten,Original,Russian,Bibliothèque Nationale de France,"Sender self-identified as ""Nabokovy""",,
Y,4754,3,"1929, May",XX,338,1929-05-06,06 May 1929,,,2,Anna Shakhovskaya,Not stated,Nice,Nice,Not stated,Sergey Sergeevich Prokofiev,Not stated,Brussels,Brussels,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,Recipient's full address in Brussels not legible,,
Y,4755,3,"1929, May",XX,339,1929-05-06,06 May 1929,,,1,Anna Shakhovskaya,Not stated,Brussels,Brussels,Not stated,Sergey Sergeevich Prokofiev,Not stated,Brussels,Brussels,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,The document is a P.S. to XX/ 338 from Anna Shakhovskaya.,,
Y,4756,3,"1929, May",XX,340,1929-05-06,06 May 1929,,,2,Paul Spaak,Not stated,Brussels,Brussels,Theatre Royal de la Monnaie,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,4757,3,"1929, May",XX,342,1929-05-07,07 May 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Ekaterina Grigorevna Raevskaya,Not stated,Kadnikov,Kadnikov,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,Typed draft.,,
Y,4758,3,"1929, May",XX,343,1929-05-07,07 May 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Corneil de Thoran,Not stated,Brussels,Brussels,Theatre Royal de la Monnaie,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
N,4759,,,XX,343a,1929-05-07,07 May 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Corneil de Thoran,Not stated,Brussels,Brussels,Theatre Royal de la Monnaie,Letter,Draft,Photocopy,French,Théâtre de la Monnaie,Typed draft. Copy of 343a with SP's signature and reference SSP/MA at bottom of page and source of document at top of page.,,
Y,4760,3,"1929, May",XX,344,1929-05-07,07 May 1929,,,1,Paul Collaer,17 Canal d'Auweghe,Malines,"17 Canal d'Auweghe, Malines",Not stated,Sergey Sergeevich Prokofiev,Not stated,Paris,Paris,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,4761,3,"1929, May",XX,345,1929-05-08,08 May 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,G. Prod'homme,121 Rue de la Convention,Paris,"121 Rue de la Convention, Paris",Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,4762,3,"1929, May",XX,346,1929-05-09,09 May 1929,,,1,Pierre Petrovich Souvchinsky,26 Rue Paul Bert,Clamart,"26 Rue Paul Bert, Clamart",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,4763,3,"1929, May",XX,347,1929-05-09,09 May 1929,,,2,Vladimir Eduardovich Napravnik,5 Rue de la Bibliothèque,Brussels,"5 Rue de la Bibliothèque, Brussels",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,4764,3,"1929, May",XX,349,1929-05-10,10 May 1929,,,3,Clerical assistant,27 Boulevard des Italiens,Paris,"27 Boulevard des Italiens, Paris",Not stated,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Document,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4765,3,"1929, May",XX,352,1929-05-10,10 May 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Sonia Brichant,Not stated,Liège,Liège,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,Typed draft.,,
Y,4766,3,"1929, May",XX,353,1929-05-10,10 May 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Anna Shakhovskaya,Not stated,Brussels,Brussels,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,Typed draft.,,
N,4635,,,XX,190,1929-05-13,13 May 1929,,,1,Clerical assistant,1-3 Rue des Italiens,Paris,"1-3 Rue des Italiens, Paris",Not stated,Lina Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Financial Document,Handwritten,Photocopy,French,Bibliothèque Nationale de France,,,
Y,4768,3,"1929, May",XX,354,1929-05-13,13 May 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Alfred Bloch,9 Rue Ballu,Paris,"9 Rue Ballu, Paris",Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,4769,3,"1929, May",XX,355,,,1929-05-13,[13 May 1929],2,Pierre Petrovich Souvchinsky,26 Rue Paul Bert,Clamart,"26 Rue Paul Bert, Clamart",Not stated,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Postcard,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,4770,3,"1929, May",XX,357,1929-05-13,13 May 1929,,,2,Paul Finet,148 Avenue de Wagram,Paris,"148 Avenue de Wagram, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Card,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,4771,3,"1929, May",XX,359,1929-05-13,13 May 1929,,,1,E. Robert Schmitz,130 West 42nd Street,New York,"130 West 42nd Street, New York","Pro Musica, Inc.",Sergey Sergeevich Prokofiev,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4773,3,"1929, May",XX,361,1929-05-13,13 May 1929,,,2,Boris Vladimirovich Asafiev,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Postcard,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,4774,3,"1929, May",XX,363,1929-05-14,14 May 1929,,,1,Oswald Putzeys,30 Rue du Marché-aux-Poulets,Brussels,"30 Rue du Marché-aux-Poulets, Brussels",Office Central de Concerts,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4772,3,"1929, May",XX,360,1929-05-15,15 May 1929,,,1,S. Ughet,17 East 42nd Street,New York,"17 East 42nd Street, New York",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,Russian,Bibliothèque Nationale de France,,,
Y,4775,3,"1929, May",XX,364,1929-05-15,15 May 1929,,,1,Clerical assistant,29 Boulevard Malesherbes,Paris,"29 Boulevard Malesherbes, Paris",La Sirene Musicale,Sergey Sergeevich Prokofiev,5 Avenue Frémiet,Paris,"5 Avenue Frémiet, Paris",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4776,3,"1929, May",XX,365,,,1929-05-15,[15 May 1929],1,Clerical assistant,Not stated,New York,New York,Not stated,Sergey Sergeevich Prokofiev,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",Not stated,Telegram,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,4777,3,"1929, May",XX,366,1929-05-16,16 May 1929,,,4,Ekaterina Grigorevna Raevskaya,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,4806,3,"1929, May",XX,399,1929-05-16,16 May 1929,,,2,Ekaterina Grigorevna Raevskaya,Not stated,Not stated,Not stated,Not stated,Lina Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,4778,26S,,XX,370,1929-05-16,16 May 1929,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Clerical assistant,Not stated,New York,New York,Haenos,Telegram,Draft,Original,English,Bibliothèque Nationale de France,Original: spa-tex-cor-ori-0042,,
Y,4779,3,"1929, May",XX,371,1929-05-16,16 May 1929,,,1,Clerical assistant,10 Rue Royale,Brussels,"10 Rue Royale, Brussels",Societe Philarmonique de Bruxelles,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4780,3,"1929, May",XX,372,1929-05-16,16 May 1929,,,1,J. Orcel,194 Rue de Rivoli,Paris,"194 Rue de Rivoli, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,4781,3,"1929, May",XX,373,1929-05-17,17 May 1929,,,1,Fitzhugh Haensel,113 West 57th Street,New York,"113 West 57th Street, New York",Not stated,Sergey Sergeevich Prokofiev,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",Not stated,Letter,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,4782,3,"1929, May",XX,374,1929-05-17,17 May 1929,,,3,Maria Viktorovna Borovskaia,Not stated,Schönberg,Schönberg,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,"Originator's address: 'Insbruckerstr. 18, Schöneberg'.",,
Y,4783,3,"1929, May",XX,377,1929-05-18,18 May 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Clerical assistant,10 Rue Royale,Brussels,"10 Rue Royale, Brussels",Societe Philarmonique de Bruxelles,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,4785,3,"1929, May",XX,378,1929-05-18,18 May 1929,,,1,Sergey Sergeevich Prokofiev,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",Not stated,Fitzhugh Haensel,113 West 57th Street,New York,"113 West 57th Street, New York",Not stated,Letter,Draft,Original,English,Bibliothèque Nationale de France,Typed draft.,,
Y,4786,3,"1929, May",XX,379,1929-05-19,19 May 1929,,,1,Lina Prokofiev,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",Not stated,Fitzhugh Haensel,113 West 57th Street,New York,"113 West 57th Street, New York",Not stated,Letter,Draft,Original,English,Bibliothèque Nationale de France,Typed draft.,,
Y,4787,3,"1929, May",XX,380,1929-05-20,20 May 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Alfred Bloch,9 Rue Ballu,Paris,"9 Rue Ballu, Paris",Societe des Auteurs et Compositeurs Dramatiques,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,4788,3,"1929, May",XX,381,1929-05-20,20 May 1929,,,1,Fitzhugh Haensel,113 West 57th Street,New York,"113 West 57th Street, New York",Not stated,Sergey Sergeevich Prokofiev,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",Not stated,Letter,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,4789,3,"1929, May",XX,382,,,1929-05-20,[20 May 1929],1,Not stated,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,4791,3,"1929, May",XX,384,1929-05-21,21 May 1929,,,1,Georgii Nikolaevich Gorchakov,Not stated,Nice,Nice,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,"Originator's full address: 'c/o M. A.Zwetkoff, Villa les Marguerites, Petite Av. Prince de Galles, Nice-Cimiez, (A.M).",,
Y,11797,3,"1929, May",XLIII,94,1929-05-21,21 May 1929,,,1,Georgii Nikolaevich Gorchakov,Not stated,Nice,Nice,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Serge Prokofiev Archive,Same document as in XX/384.,,
Y,4792,3,"1929, May",XX,385,,,1929-05-21,[21 May 1929],1,Nikolai Dmitrievich Nabokov,Not stated,Kolbsheim,Kolbsheim,Not stated,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Telegram,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4793,3,"1929, May",XX,386,1929-05-xx,May 1929,,,2,Clerical assistant,47 Rue des Batignolles,Paris,"47 Rue des Batignolles, Paris",Étienne A. Boesteano,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,4794,3,"1929, May",XX,388,,,1929-05-22,[22 May 1929],2,Not stated,26 Rue François Ier,Paris,"26 Rue François Ier, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,"Originator's name: 'Berg, Lina (?)'.",,
Y,4795,3,"1929, May",XX,390,1929-05-22,22 May 1929,,,1,Clerical assistant,7 Rue Taboise,Clamart,"7 Rue Taboise, Clamart",Ecole Nouvelle,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4796,3,"1929, May",XX,391,,,1929-05-23,[23 May 1929],1,Not stated,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,Originator's name and address indecipherable.,,
Y,4797,3,"1929, May",XX,392,1929-05-23,23 May 1929,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Nikolai Dmitrievich Nabokov,Not stated,Kolbsheim,Kolbsheim,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,4799,3,"1929, May",XX,393,1929-05-23,23 May 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,J. Orcel,Not stated,Paris,Paris,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,4801,3,"1929, May",XX,394,1929-05-23,23 May 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Paul Collaer,Not stated,Malines,Malines,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,4802,3,"1929, May",XX,395,1929-05-24,24 May 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Clerical assistant,23 Rue de Londres,Paris,"23 Rue de Londres, Paris",Not stated,Document,Draft,Original,French,Bibliothèque Nationale de France,Typed draft. Recipient: 'La Crévoyance (?) Cie d'Assurances'. Heading of document: ''Déclaration de témoin'.,,
Y,4803,3,"1929, May",XX,396,,,1929-05-24,[24 May 1929],1,Marguerite de Bassiano,Not stated,Versailles,Versailles,Not stated,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Telegram,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4804,3,"1929, May",XX,397,1929-05-25,25 May 1929,,,1,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Marguerite de Bassiano,Not stated,Versailles,Versailles,Not stated,Telegram,Draft,Original,French,Bibliothèque Nationale de France,,,
Y,4805,3,"1929, May",XX,398,1929-05-25,25 May 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Vsevolod Emilevich Meyerhold,Not stated,Moscow,Moscow,Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,Typed draft.,,
Y,4808,3,"1929, May",XX,405,1929-05-27,27 May 1929,,,2,Fitzhugh Haensel,Not stated,Paris,Paris,Not stated,Sergey Sergeevich Prokofiev,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",Not stated,Postcard,Handwritten,Original,English,Bibliothèque Nationale de France,,,
Y,4809,3,"1929, May",XX,407,1929-05-27,27 May 1929,,,1,Paul Spaak,Not stated,Brussels,Brussels,Theatre Royal de la Monnaie,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4821,3,"1929, May",XX,421,1929-05-28,28 May 1929,,,1,Clerical assistant,49 Avenue Montaigne,Paris,"49 Avenue Montaigne, Paris",Agence Immobiliere des Champs-Elysees,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4810,3,"1929, May",XX,408,1929-05-29,29 May 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Mme Bombal,5 Square de Clignancourt,Paris,"5 Square de Clignancourt, Paris",Not stated,Letter,Draft,Original,Russian,Bibliothèque Nationale de France,,,
Y,4811,3,"1929, May",XX,409,1929-05-29,29 May 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Mr Leuthreau,Not stated,St. Florentin,St. Florentin,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,"Typed draft. Full address: 'La Cornue, Saint-Florentin, France'.",,
Y,4812,3,"1929, May",XX,410,1929-05-29,29 May 1929,,,1,Fitzhugh Haensel,113 West 57th Street,New York,"113 West 57th Street, New York",Not stated,Sergey Sergeevich Prokofiev,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",Not stated,Letter,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,4813,3,"1929, May",XX,411,1929-05-30,30 May 1929,,,2,Clerical assistant,10 Rue Royale,Brussels,"10 Rue Royale, Brussels",Societe Philarmonique de Bruxelles,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4816,3,"1929, May",XX,415,1929-05-30,30 May 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Roger Désormière,Not stated,Not stated,Not stated,Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,4817,3,"1929, May",XX,416,1929-05-30,30 May 1929,,,1,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Mlle Garreau,2 Rue Gaston de Saint Paul,Paris,"2 Rue Gaston de Saint Paul, Paris",Not stated,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,4818,3,"1929, May",XX,417,1929-05-30,30 May 1929,,,1,Mme Bombal,5 Square de Clignancourt,Paris,"5 Square de Clignancourt, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,4820,3,"1929, May",XX,420,1929-05-30,30 May 1929,,,1,Frederic H. Loeffler,95 Avenue des Champs Élysées,Paris,"95 Avenue des Champs Élysées, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Bill,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,4814,3,"1929, May",XX,413,1929-05-31,31 May 1929,,,1,Clerical assistant,113 West 57th Street,New York,"113 West 57th Street, New York",Haensel & Jones,Sergey Sergeevich Prokofiev,22 Rue d'Anjou,Paris,"22 Rue d'Anjou, Paris",Not stated,Letter,Typed,Original,English,Bibliothèque Nationale de France,,,
Y,4815,3,"1929, May",XX,414,1929-05-31,31 May 1929,,,1,Marcel de Valmalète,45-47 Rue La Boétie,Paris,"45-47 Rue La Boétie, Paris",Bureau de Concerts Marcel de Valmalete,Pierre Blois,25 Rue de Douai,Paris,"25 Rue de Douai, Paris",Not stated,Letter,Typed,Original,French,Bibliothèque Nationale de France,,,
Y,4819,3,"1929, May",XX,418,1929-05-31,31 May 1929,,,2,Mr Leuthreau,Not stated,St. Florentin,St. Florentin,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,4824,3,"1929, May",XX,424,1929-05-31,31 May 1929,,,2,Mikhail Kondratsky,45 Boulevard Arago,Paris,"45 Boulevard Arago, Paris",Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Letter,Handwritten,Original,Russian,Bibliothèque Nationale de France,,,
Y,4825,3,"1929, May",XX,426,1929-05-31,31 May 1929,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Receipt,Handwritten,Original,French,Bibliothèque Nationale de France,,,
Y,4827,3,"1929, May",XX,428,1929-05-31,31 May 1929,,,2,Sergey Sergeevich Prokofiev,1 Rue Obligado,Paris,"1 Rue Obligado, Paris",Not stated,Paul Spaak,Not stated,Brussels,Brussels,Theatre Royal de la Monnaie,Letter,Draft,Original,French,Bibliothèque Nationale de France,Typed draft.,,
Y,5569,3,"1930, March",XXIII,80,1929-05-31,31 May 1929,,,1,Clerical assistant,113 West 57th Street,New York,"113 West 57th Street, New York",Haensel & Jones,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Contract,Typed,Original,English,Bibliothèque Nationale de France,,,
N,4822,,,XX,422,1929-05-xx,May 1929,,,1,Not stated,Not stated,Not stated,Not stated,Not stated,Sergey Sergeevich Prokofiev,Not stated,Not stated,Not stated,Not stated,Jottings,Handwritten,Photocopy,French,Bibliothèque Nationale de France,"Address: 'Mme Bomdal, 5 Sq. de Clignancourt'.",,
